¿œ∫∞,TOTAL
2015-12-06,98635585.03
2015-12-07,148508859.4
2015-12-08,148631441.3
2015-12-09,148096756.6
2015-12-10,147861569.8
2015-12-11,145780784.7
2015-12-12,105034498
2015-12-13,94836675.32
2015-12-14,143578037.4
2015-12-15,146322590.1
2015-12-16,154605669.8
2015-12-17,155813799
2015-12-18,154869639.6
2015-12-19,110310202.9
2015-12-20,99807783.07
2015-12-21,148416435
2015-12-22,149103127.8
2015-12-23,145867513.5
2015-12-24,145199248.3
2015-12-25,104383160.7
2015-12-26,102556826.6
2015-12-27,90172150.79
2015-12-28,148655455.5
2015-12-29,153542857.2
2015-12-30,150950375.8
2015-12-31,137167886.8
2016-01-01,80646043.05
2016-01-02,85415245.4
2016-01-03,88087472.82
2016-01-04,147638127
2016-01-05,157651625.6
2016-01-06,157886180.6
2016-01-07,159717424.8
2016-01-08,158323209.5
2016-01-09,113138609.4
2016-01-10,102177641.9
2016-01-11,156355195.4
2016-01-12,170404282
2016-01-13,161434730.8
2016-01-14,165477568.3
2016-01-15,162413674.7
2016-01-16,116242301.1
2016-01-17,103462684.2
2016-01-18,163815380.8
2016-01-19,171068414.4
2016-01-20,171663663.4
2016-01-21,176929892.8
2016-01-22,170222331.4
2016-01-23,128706121.3
2016-01-24,114552648.2
2016-01-25,177915369.6
2016-01-26,170701978.7
2016-01-27,173295696.9
2016-01-28,167834693.1
2016-01-29,172016858.4
2016-01-30,117950241.1
2016-01-31,106585013.1
2016-02-01,158188448.9
2016-02-02,161052927.3
2016-02-03,158560243.6
2016-02-04,157729234.1
2016-02-05,150928118.8
2016-02-06,106254219.5
2016-02-07,84390796.68
2016-02-08,62293990.34
2016-02-09,59270689.15
2016-02-10,81052321.93
2016-02-11,136346605.2
2016-02-12,144621955.6
2016-02-13,106176336.4
2016-02-14,101259121.3
2016-02-15,153733626.1
2016-02-16,156318380
2016-02-17,151536319.1
2016-02-18,150767824.1
2016-02-19,147119539.7
2016-02-20,109491528.2
2016-02-21,97914332.98
2016-02-22,147536112.1
2016-02-23,147078923.5
2016-02-24,152063840.7
2016-02-25,149856518.9
2016-02-26,148285823.8
2016-02-27,106320967
2016-02-28,97351746.81
2016-02-29,148789077.7
2016-03-01,108865529.6
2016-03-02,141175000.1
2016-03-03,137325173.9
2016-03-04,135410962.8
2016-03-05,101849161.7
2016-03-06,89451275.78
2016-03-07,130410069.4
2016-03-08,136935738.5
2016-03-09,137691805.3
2016-03-10,139449051.6
2016-03-11,140307068.5
2016-03-12,105181131.9
2016-03-13,91563932.63
2016-03-14,133438501.1
2016-03-15,133569806.6
2016-03-16,129993642.3
2016-03-17,129671409.1
2016-03-18,128423371
2016-03-19,92684875.31
2016-03-20,84275306.19
2016-03-21,126998925.5
2016-03-22,126358936.6
2016-03-23,127178527.9
2016-03-24,128428417.4
2016-03-25,128854495
2016-03-26,94001629.17
2016-03-27,84180840.57
2016-03-28,120596087.2
2016-03-29,125440808.3
2016-03-30,123457229.2
2016-03-31,123166858
2016-04-01,95613625.62
2016-04-02,79417568.55
2016-04-03,78631934.33
2016-04-04,100387313.5
2016-04-05,96145360.26
2016-04-06,99796072.29
2016-04-07,102516867.8
2016-04-08,97836783.92
2016-04-09,81358829.14
2016-04-10,74865266.15
2016-04-11,95332575.15
2016-04-12,99755686.18
2016-04-13,87504344.43
2016-04-14,94794844.33
2016-04-15,93616209.35
2016-04-16,79764172.15
2016-04-17,74613708.83
2016-04-18,89571729.76
2016-04-19,93527780.3
2016-04-20,93548090.6
2016-04-21,94680956.33
2016-04-22,95969023.1
2016-04-23,78581323.35
2016-04-24,59074031.63
2016-04-25,87035140.52
2016-04-26,93950409.26
2016-04-27,94365955.81
2016-04-28,92943954.06
2016-04-29,91615031.63
2016-04-30,77214195.14
2016-05-01,57874775.11
2016-05-02,79334313.71
2016-05-03,86699767.14
2016-05-04,84672663.94
2016-05-05,72880123.71
2016-05-06,75597846.15
2016-05-07,70174080.13
2016-05-08,61688413.81
2016-05-09,82127561.65
2016-05-10,87681102.78
2016-05-11,87573931.75
2016-05-12,86968710.62
2016-05-13,87217102.54
2016-05-14,75887997.89
2016-05-15,67318501.12
2016-05-16,82636305.43
2016-05-17,87807311.05
2016-05-18,88851092.08
2016-05-19,89957704.78
2016-05-20,89924691.59
2016-05-21,77248561.99
2016-05-22,68851516.74
2016-05-23,87158024.37
2016-05-24,89986406.09
2016-05-25,89575993.39
2016-05-26,89557557.72
2016-05-27,90600520.46
2016-05-28,77879373.58
2016-05-29,68451035.33
2016-05-30,87186228.97
2016-05-31,91120265.11
2016-06-01,120998568.6
2016-06-02,121114598.7
2016-06-03,120383044.5
2016-06-04,96763137.8
2016-06-05,89521462.31
2016-06-06,95481341.01
2016-06-07,117778662.2
2016-06-08,121804701.4
2016-06-09,122462414.1
2016-06-10,124621976.3
2016-06-11,100522516.5
2016-06-12,93441122.98
2016-06-13,120001601.5
2016-06-14,124316235.3
2016-06-15,122961038.6
2016-06-16,123645008
2016-06-17,124054950.1
2016-06-18,102886246.7
2016-06-19,94407650.04
2016-06-20,122678890.2
2016-06-21,127910673.1
2016-06-22,128575820.5
2016-06-23,129127175.8
2016-06-24,126702722.6
2016-06-25,100878903.4
2016-06-26,94085283.94
2016-06-27,123031886.4
2016-06-28,125565488.9
2016-06-29,125668607.9
2016-06-30,127531743.7
2016-07-01,110430579.9
2016-07-02,77419217.15
2016-07-03,68777679.81
2016-07-04,103285713.3
2016-07-05,111319346.9
2016-07-06,109600864.8
2016-07-07,111197907.9
2016-07-08,113869014.8
2016-07-09,84231066.73
2016-07-10,74135718.36
2016-07-11,110103400.3
2016-07-12,115205732.9
2016-07-13,116146322
2016-07-14,115951331.5
2016-07-15,114684875
2016-07-16,80064731.01
2016-07-17,68598521.78
2016-07-18,105541271.9
2016-07-19,114989126.9
2016-07-20,115013270.8
2016-07-21,115272047.6
2016-07-22,117562797.3
2016-07-23,86473301.19
2016-07-24,78119793.7
2016-07-25,115379633.5
2016-07-26,122979888.5
2016-07-27,122222595.7
2016-07-28,122202568.3
2016-07-29,119419787.9
2016-07-30,86589845.6
2016-07-31,80341960.22
2016-08-01,106807047.7
2016-08-02,107602753.4
2016-08-03,109128376.5
2016-08-04,115369442.2
2016-08-05,119651002.8
2016-08-06,97532470.36
2016-08-07,89222539.71
2016-08-08,122253825.8
2016-08-09,126965920.3
2016-08-10,131377513.3
2016-08-11,132461838.4
2016-08-12,134766060.6
2016-08-13,99198215.05
2016-08-14,89984379.33
2016-08-15,96796483.33
2016-08-16,130550604.6
2016-08-17,132179310.3
2016-08-18,131375737
2016-08-19,130066143.5
2016-08-20,96451147.69
2016-08-21,88215913.52
2016-08-22,128133172.6
2016-08-23,128437210.3
2016-08-24,127734214.5
2016-08-25,125883750.3
2016-08-26,115701132.7
2016-08-27,82805363.93
2016-08-28,74395204.42
2016-08-29,107762589.9
2016-08-30,106801653.1
2016-08-31,106249329.1
2016-09-01,108409579.5
2016-09-02,107602372.9
2016-09-03,87526227.55
2016-09-04,80584241.68
2016-09-05,110916187
2016-09-06,112888894.2
2016-09-07,112246717.1
2016-09-08,111827177.4
2016-09-09,120413370.2
2016-09-10,96424000
2016-09-11,87178159.69
2016-09-12,114064635.7
2016-09-13,110240044.6
2016-09-14,75577196.02
2016-09-15,43935518.35
2016-09-16,65543356.1
2016-09-17,73254139.81
2016-09-18,80554809.71
2016-09-19,110693491.4
2016-09-20,111024998.1
2016-09-21,108792671.7
2016-09-22,111489205.7
2016-09-23,111307705.5
2016-09-24,92946060.9
2016-09-25,83843541.34
2016-09-26,111896812.4
2016-09-27,116092147.3
2016-09-28,114522903.4
2016-09-29,112868044.9
2016-09-30,111222475.6
2016-10-01,90919335.92
2016-10-02,82208515.75
2016-10-03,90728180.04
2016-10-04,106165192.1
2016-10-05,106182298.7
2016-10-06,105731628.3
2016-10-07,105829967.7
2016-10-08,91000971.81
2016-10-09,80446219.24
2016-10-10,100183434.8
2016-10-11,104908741.6
2016-10-12,105248467.8
2016-10-13,105056430.7
2016-10-14,102979896.8
2016-10-15,90411232.78
2016-10-16,82613240.67
2016-10-17,101559724.2
2016-10-18,103797558.3
2016-10-19,103683137.5
2016-10-20,104445893.8
2016-10-21,104726354
2016-10-22,90640948.91
2016-10-23,81258580.07
2016-10-24,101031279.8
2016-10-25,103908534.5
2016-10-26,102309516.8
2016-10-27,102774185.4
2016-10-28,103324085.6
2016-10-29,89649317.64
2016-10-30,82360850.6
2016-10-31,104679733.7
2016-11-01,124868208.5
2016-11-02,125013614.4
2016-11-03,123261449.8
2016-11-04,123031689.2
2016-11-05,97512038.08
2016-11-06,89050646.05
2016-11-07,118255654.4
2016-11-08,124224998.4
2016-11-09,126726176
2016-11-10,127920302.7
2016-11-11,124771203
2016-11-12,99310356.16
2016-11-13,90626551.63
2016-11-14,121685782.8
2016-11-15,124395167.2
2016-11-16,125140032.3
2016-11-17,123968182.8
2016-11-18,124067561.5
2016-11-19,99641407.79
2016-11-20,91130895.16
2016-11-21,122460982.5
2016-11-22,129615854
2016-11-23,131001031.3
2016-11-24,134691543.6
2016-11-25,134266124.3
2016-11-26,112810324.2
2016-11-27,99801775.69
2016-11-28,133527873.7
2016-11-29,137883057.9
2016-11-30,136623290.5
2016-12-01,162577609.7
2016-12-02,163310481.1
2016-12-03,127032707.7
2016-12-04,116854533.5
2016-12-05,159848370.4
2016-12-06,166193069
2016-12-07,166999937.2
2016-12-08,166059623.6
2016-12-09,164636724.4
2016-12-10,130588775.5
2016-12-11,120645649.8
2016-12-12,166379994.1
2016-12-13,167292644
2016-12-14,171861717.2
2016-12-15,175553558.8
2016-12-16,175532899.1
2016-12-17,133970177.4
2016-12-18,121108472
2016-12-19,165442215.7
2016-12-20,165960164.2
2016-12-21,164764217.7
2016-12-22,164957081.3
2016-12-23,168881449.9
2016-12-24,127506329.5
2016-12-25,117556397.6
2016-12-26,164036419.1
2016-12-27,170561128.3
2016-12-28,171007772.9
2016-12-29,171078678.2
2016-12-30,166660257.3
2016-12-31,122569568.3
2017-01-01,91989198.25
2017-01-02,149890926.1
2017-01-03,155023748.9
2017-01-04,155864153.3
2017-01-05,156277870.8
2017-01-06,152591174.4
2017-01-07,112475100.6
2017-01-08,101781242.7
2017-01-09,152069208.6
2017-01-10,158534882.8
2017-01-11,160603448.2
2017-01-12,160773481.5
2017-01-13,163915586.5
2017-01-14,122137350.1
2017-01-15,111910301.6
2017-01-16,162600239.7
2017-01-17,165507007.6
2017-01-18,164189786.2
2017-01-19,164958218.7
2017-01-20,168107444
2017-01-21,125455420.1
2017-01-22,114751160.2
2017-01-23,170604455.3
2017-01-24,172200237.6
2017-01-25,167868693.1
2017-01-26,158020856.7
2017-01-27,101703792.4
2017-01-28,78976062.18
2017-01-29,77588198.53
2017-01-30,100174562.3
2017-01-31,157761849.6
2017-02-01,166548337.9
2017-02-02,166373248.3
2017-02-03,161776012.5
2017-02-04,123022584.4
2017-02-05,110848233
2017-02-06,160506874.1
2017-02-07,162820435.7
2017-02-08,162195811.5
2017-02-09,166268055.3
2017-02-10,167671443.3
2017-02-11,126361984.1
2017-02-12,111417757.1
2017-02-13,159534083.7
2017-02-14,161144176.1
2017-02-15,160095505.9
2017-02-16,156894204.6
2017-02-17,156323351.8
2017-02-18,120657323.2
2017-02-19,108427873.2
2017-02-20,155951695.5
2017-02-21,158677828
2017-02-22,159654496.6
2017-02-23,159213091.9
2017-02-24,158800591.3
2017-02-25,117113191
2017-02-26,106128822.9
2017-02-27,151282599.8
2017-02-28,151918526.4
2017-03-01,119266275.9
2017-03-02,146270439.8
2017-03-03,144608978.7
2017-03-04,114350206.9
2017-03-05,106418713.2
2017-03-06,143812132.4
2017-03-07,150285024.1
2017-03-08,150559777.9
2017-03-09,147203293.4
2017-03-10,143596432.9
2017-03-11,114742166.5
2017-03-12,104989652.7
2017-03-13,139470437.5
2017-03-14,142085905.2
2017-03-15,142561263.1
2017-03-16,141932840.3
2017-03-17,140407437.1
2017-03-18,111023917.9
2017-03-19,100837770.2
2017-03-20,137303406.7
2017-03-21,138419337.9
2017-03-22,137794329.1
2017-03-23,135996847.1
2017-03-24,136010321.7
2017-03-25,110360952.4
2017-03-26,98647020.45
2017-03-27,135756690.9
2017-03-28,137848501.6
2017-03-29,138190877
2017-03-30,135395237.8
2017-03-31,136220083.1
2017-04-01,93119238.71
2017-04-02,82480178.19
2017-04-03,103789395.3
2017-04-04,105266089.3
2017-04-05,107666255.9
2017-04-06,107151397.7
2017-04-07,102544190.5
2017-04-08,88068448.67
2017-04-09,76385891.35
2017-04-10,97666910.59
2017-04-11,102033943.2
2017-04-12,101661465.4
2017-04-13,103167171.5
2017-04-14,103687395.8
2017-04-15,87708408.68
2017-04-16,76653100.53
2017-04-17,101226839.8
2017-04-18,103127556.9
2017-04-19,102138496.7
2017-04-20,103996684.7
2017-04-21,101816228.1
2017-04-22,87555908.29
2017-04-23,74942326.43
2017-04-24,98814991.81
2017-04-25,101803663.4
2017-04-26,101937441.4
2017-04-27,103600363.6
2017-04-28,103255639.3
2017-04-29,88926459.42
2017-04-30,73944640.52
2017-05-01,85052706.88
2017-05-02,99083538.81
2017-05-03,91269501.77
2017-05-04,100609402.9
2017-05-05,85644832.83
2017-05-06,79657552.73
2017-05-07,69736215.19
2017-05-08,99250697.75
2017-05-09,98872823.03
2017-05-10,104566190.9
2017-05-11,108898844.2
2017-05-12,108888774.2
2017-05-13,94261975.11
2017-05-14,70725698.41
2017-05-15,99980273.44
2017-05-16,106292048.4
2017-05-17,106913410
2017-05-18,108298709.2
2017-05-19,108415042.4
2017-05-20,95955306.37
2017-05-21,78059577.58
2017-05-22,102553315.1
2017-05-23,108607100.9
2017-05-24,108838878.6
2017-05-25,107774429.8
2017-05-26,105288955.2
2017-05-27,91604384.95
2017-05-28,81040274.2
2017-05-29,110175652.7
2017-05-30,117769959.9
2017-05-31,118135766.9
2017-06-01,126890305.4
2017-06-02,121012573.3
2017-06-03,97814714.52
2017-06-04,119600162.6
2017-06-05,146693696.5
2017-06-06,133591101.1
2017-06-07,148770872.7
2017-06-08,153237059.9
2017-06-09,154481311.2
2017-06-10,129899173.4
2017-06-11,115269495.7
2017-06-12,146871039.8
2017-06-13,153761479
2017-06-14,154073390.9
2017-06-15,156875875.8
2017-06-16,157959584.2
2017-06-17,135062640.4
2017-06-18,123065481.7
2017-06-19,156296316.1
2017-06-20,163324376.1
2017-06-21,162969087.9
2017-06-22,163093745.3
2017-06-23,164340536.3
2017-06-24,136480530.1
2017-06-25,120712195.1
2017-06-26,152526533.6
2017-06-27,164144166.7
2017-06-28,164967912.5
2017-06-29,165492149.5
2017-06-30,165216104.1
2017-07-01,95958750.78
2017-07-02,85644396.55
2017-07-03,127085826
2017-07-04,132906268.2
2017-07-05,134210966
2017-07-06,135321343.9
2017-07-07,133799504.2
2017-07-08,98865591.97
2017-07-09,89043593.66
2017-07-10,131458858.9
2017-07-11,137323278.5
2017-07-12,139370428.7
2017-07-13,141591538.6
2017-07-14,142862135.2
2017-07-15,104681074.7
2017-07-16,92611457.3
2017-07-17,136240945.2
2017-07-18,140703278.9
2017-07-19,143056038.2
2017-07-20,146113777
2017-07-21,148818717
2017-07-22,113123670.9
2017-07-23,97050511.8
2017-07-24,140052869.5
2017-07-25,146562256.3
2017-07-26,141611420.3
2017-07-27,138784628.2
2017-07-28,137972747.3
2017-07-29,97126289.57
2017-07-30,87102475.62
2017-07-31,119362025.4
2017-08-01,122430715.2
2017-08-02,125632104.9
2017-08-03,127744991.7
2017-08-04,131859601.2
2017-08-05,108942151.4
2017-08-06,101509399.3
2017-08-07,140654002.3
2017-08-08,144010408.5
2017-08-09,140928713.7
2017-08-10,139829233
2017-08-11,139608774.2
2017-08-12,106092460.9
2017-08-13,92680550.18
2017-08-14,126183508.4
2017-08-15,102690081.8
2017-08-16,130098214.2
2017-08-17,133514037.9
2017-08-18,134144596.6
2017-08-19,103383089.5
2017-08-20,91776762.14
2017-08-21,132418786.4
2017-08-22,138154482.4
2017-08-23,142199237.5
2017-08-24,143532951.9
2017-08-25,139188477.9
2017-08-26,98952842.91
2017-08-27,86535502.69
2017-08-28,124644500.5
2017-08-29,127369916.7
2017-08-30,122630068.6
2017-08-31,121851940.6
2017-09-01,112461973.5
2017-09-02,88617376.71
2017-09-03,74559331.04
2017-09-04,111472122.2
2017-09-05,115502648.5
2017-09-06,115878653.5
2017-09-07,114452000.6
2017-09-08,115848119.9
2017-09-09,90447303.09
2017-09-10,75055942.85
2017-09-11,111826908.3
2017-09-12,114961502.4
2017-09-13,112671521.6
2017-09-14,112819167
2017-09-15,113209454.2
2017-09-16,88571224.12
2017-09-17,76741613.91
2017-09-18,111082674.7
2017-09-19,116248208
2017-09-20,113650651.4
2017-09-21,112809695.5
2017-09-22,115326234.5
2017-09-23,90985680.36
2017-09-24,78289678.18
2017-09-25,112603563.7
2017-09-26,117600234.1
2017-09-27,115843269.2
2017-09-28,113320802
2017-09-29,108575090.6
2017-09-30,82047089.19
2017-10-01,72216441.21
2017-10-02,75039564.31
2017-10-03,60295810.43
2017-10-04,55209121.2
2017-10-05,57308820.3
2017-10-06,62372716.7
2017-10-07,65675353.94
2017-10-08,69441951.8
2017-10-09,84366017.44
2017-10-10,101636739
2017-10-11,102261599.3
2017-10-12,103755126
2017-10-13,102899451.4
2017-10-14,88480077.02
2017-10-15,74764256.3
2017-10-16,97711867.78
2017-10-17,105023933.2
2017-10-18,107703919.9
2017-10-19,108456057.2
2017-10-20,106900678.2
2017-10-21,92553238.76
2017-10-22,78594409.95
2017-10-23,101157168.4
2017-10-24,105461349.3
2017-10-25,105014587.8
2017-10-26,105158780.7
2017-10-27,106830642.5
2017-10-28,92378149.5
2017-10-29,80173057.8
2017-10-30,103800122.3
2017-10-31,108552380.8
2017-11-01,117012035
2017-11-02,117547233.3
2017-11-03,118279091.9
2017-11-04,97176831.54
2017-11-05,84102806.45
2017-11-06,114184917.7
2017-11-07,118212787.5
2017-11-08,116215103.5
2017-11-09,117251580.6
2017-11-10,118284861.6
2017-11-11,96895104.92
2017-11-12,83372833.55
2017-11-13,117157887.5
2017-11-14,122782191.2
2017-11-15,126522951.8
2017-11-16,128131572.9
2017-11-17,128208192.9
2017-11-18,105581274
2017-11-19,95455829.92
2017-11-20,128926189.4
2017-11-21,132639746.4
2017-11-22,132873116.6
2017-11-23,135174197.8
2017-11-24,134977625.5
2017-11-25,109887181.8
2017-11-26,98022355.11
2017-11-27,129963804.9
2017-11-28,130933040.4
2017-11-29,130903693.8
2017-11-30,135117839
2017-12-01,164178040.8
2017-12-02,122267321
2017-12-03,110805288.6
2017-12-04,161181628
2017-12-05,170934069
2017-12-06,170489829.9
2017-12-07,167399398.7
2017-12-08,170408747.1
2017-12-09,127310458.3
2017-12-10,114254347.5
2017-12-11,171811628
2017-12-12,178124252.7
2017-12-13,178231288.5
2017-12-14,177036563.1
2017-12-15,175044414
2017-12-16,131426601
2017-12-17,121566370.9
2017-12-18,172490421.1
2017-12-19,176253092.1
2017-12-20,173937342.5
2017-12-21,172725188.7
2017-12-22,169646179.6
2017-12-23,123928702.4
2017-12-24,114779860.3
2017-12-25,117867094.6
2017-12-26,170576139
2017-12-27,174411034.3
2017-12-28,171933840.6
2017-12-29,163300140.5
2017-12-30,119173938.7
2017-12-31,109339996
2018-01-01,107666573.8
2018-01-02,174098324.5
2018-01-03,179733216.5
2018-01-04,182251624.5
2018-01-05,179118890.3
2018-01-06,130727373
2018-01-07,119027740.2
2018-01-08,177544287.4
2018-01-09,182425256.8
2018-01-10,184800598.4
2018-01-11,190656136
2018-01-12,189688046.3
2018-01-13,136924150.2
2018-01-14,121339813.9
2018-01-15,173531848.2
2018-01-16,179128276.3
2018-01-17,174972836.6
2018-01-18,174871708.3
2018-01-19,175006814.1
2018-01-20,126659491.6
2018-01-21,116633199
2018-01-22,173750858.5
2018-01-23,187800614.4
2018-01-24,192336909
2018-01-25,195236357.3
2018-01-26,196193798.8
2018-01-27,142186447.2
2018-01-28,126063841.8
2018-01-29,188995160.8
2018-01-30,192615795.1
2018-01-31,188739062.4
2018-02-01,180873067.3
2018-02-02,179704903.6
2018-02-03,135863935.8
2018-02-04,126592059.3
2018-02-05,183837858.3
2018-02-06,188972913.2
2018-02-07,186353167.4
2018-02-08,184120449.6
2018-02-09,178669700.4
2018-02-10,133493503.3
2018-02-11,123611404
2018-02-12,181655182.7
2018-02-13,177645025
2018-02-14,162334766.4
2018-02-15,100579050.5
2018-02-16,84582770.01
2018-02-17,88690093.57
2018-02-18,99861675.54
2018-02-19,161123563.8
2018-02-20,170499200.6
2018-02-21,172597429.7
2018-02-22,170774758.8
2018-02-23,167574435.3
2018-02-24,123606113.1
2018-02-25,112215082.6
2018-02-26,162511125.8
2018-02-27,164280592.5
2018-02-28,166032837.4
2018-03-01,135560516.1
2018-03-02,164316207.5
2018-03-03,127584171.8
2018-03-04,114323160.1
2018-03-05,158621071.8
2018-03-06,160848594.2
2018-03-07,164054600.6
2018-03-08,167751902.8
2018-03-09,164647082
2018-03-10,130792363.8
2018-03-11,117008090.1
2018-03-12,155272197
2018-03-13,153901413.7
2018-03-14,149081237.8
2018-03-15,153687701.9
2018-03-16,155681435.3
2018-03-17,121933753.2
2018-03-18,111634087.7
2018-03-19,153109388
2018-03-20,158585112.5
2018-03-21,167302171.6
2018-03-22,159351082.3
2018-03-23,156888713.1
2018-03-24,126692133.2
2018-03-25,109257197.6
2018-03-26,146987980.4
2018-03-27,147721186.9
2018-03-28,145371417.8
2018-03-29,144949498.9
2018-03-30,142049769.8
2018-03-31,114370266.8
2018-04-01,106130063
2018-04-02,127169246.8
2018-04-03,130991166.3
2018-04-04,134126460.9
2018-04-05,138994571.5
2018-04-06,137420715.6
2018-04-07,121702162
2018-04-08,109926034.2
2018-04-09,130875248.9
2018-04-10,134489696.8
2018-04-11,132347379.4
2018-04-12,132945570.3
2018-04-13,133108042.2
2018-04-14,120122106.8
2018-04-15,106164992.9
2018-04-16,129662193.1
2018-04-17,134181041.8
2018-04-18,133093763.6
2018-04-19,133242287.5
2018-04-20,131992051.6
2018-04-21,114654279
2018-04-22,106912819.9
2018-04-23,134882587.9
2018-04-24,136999073.8
2018-04-25,133059725.1
2018-04-26,133707636
2018-04-27,130468074.2
2018-04-28,113490794.3
2018-04-29,105004676.1
2018-04-30,124218943.9
2018-05-01,108612162.9
2018-05-02,121396831.4
2018-05-03,118382744.7
2018-05-04,115976979.7
2018-05-05,97879696.23
2018-05-06,91138685.4
2018-05-07,99823394.49
2018-05-08,115038841.9
2018-05-09,118132158
2018-05-10,119380537.3
2018-05-11,116980032.1
2018-05-12,106236970.7
2018-05-13,92381627.18
2018-05-14,112424918.3
2018-05-15,120151940.3
2018-05-16,125298784.2
2018-05-17,126017713
2018-05-18,122185474.7
2018-05-19,98250711.33
2018-05-20,81500614.2
2018-05-21,104013043.9
2018-05-22,103924487.6
2018-05-23,114059295.1
2018-05-24,117678722.7
2018-05-25,115523582.2
2018-05-26,104427065.3
2018-05-27,97423968.09
2018-05-28,116221408.2
2018-05-29,121301087.3
2018-05-30,121361654.1
2018-05-31,117669243.7
2018-06-01,130590967.4
2018-06-02,104143781.2
2018-06-03,94255880.55
2018-06-04,129565449.8
2018-06-05,133796297.6
2018-06-06,111244774.2
2018-06-07,134207680.2
2018-06-08,132935362.2
2018-06-09,106203208.5
2018-06-10,91139799.16
2018-06-11,124886012.2
2018-06-12,130611835.7
2018-06-13,110811104
2018-06-14,129462064
2018-06-15,129155102.9
2018-06-16,102449560.2
2018-06-17,92503710.49
2018-06-18,129781595.3
2018-06-19,134930524
2018-06-20,134468601.8
2018-06-21,134585960.9
2018-06-22,134719282.6
2018-06-23,107824671.6
2018-06-24,95347200.1
2018-06-25,133838031.7
2018-06-26,138467118.3
2018-06-27,137052647
2018-06-28,137581487.8
2018-06-29,137839014.6
2018-06-30,108730299
2018-07-01,97339326.28
2018-07-02,145867001.1
2018-07-03,154655746.9
2018-07-04,156353584.9
2018-07-05,154656116.6
2018-07-06,148315885.6
2018-07-07,105226885.9
2018-07-08,85908328.68
2018-07-09,139654255.6
2018-07-10,149924304.9
2018-07-11,155482267.3
2018-07-12,160046699.2
2018-07-13,161384178
2018-07-14,120204377.4
2018-07-15,106149748.2
2018-07-16,164183356.8
2018-07-17,171537626.8
2018-07-18,171954255.2
2018-07-19,174077956.1
2018-07-20,176472312.2
2018-07-21,133594044.7
2018-07-22,119031383
2018-07-23,173543717.7
2018-07-24,183541290.4
2018-07-25,181490799
2018-07-26,187147151.5
2018-07-27,186436301
2018-07-28,139094443.8
2018-07-29,121037842.5
2018-07-30,163053659.3
2018-07-31,168944019.8
2018-08-01,162162592
2018-08-02,161434056.1
2018-08-03,162681615.3
2018-08-04,148810960.9
2018-08-05,140497691.1
2018-08-06,188770307.8
2018-08-07,196093124.5
2018-08-08,196029826.8
2018-08-09,194953306.4
2018-08-10,193449676.6
2018-08-11,141234676.6
2018-08-12,129238368.3
2018-08-13,180170789.2
2018-08-14,185801609.5
2018-08-15,149445747.5
2018-08-16,176028620.3
2018-08-17,166410855.8
2018-08-18,124797801
2018-08-19,114760911.4
2018-08-20,167895815.9
2018-08-21,170568686.3
2018-08-22,176885551.3
2018-08-23,176727978.9
2018-08-24,169627913.1
2018-08-25,125905439.5
2018-08-26,110400199.3
2018-08-27,158177852.5
2018-08-28,181660582.1
2018-08-29,182453928.4
2018-08-30,185760216.4
2018-08-31,180168870.7
2018-09-01,109833430
2018-09-02,94456395.05
2018-09-03,135833009.1
2018-09-04,138835662.8
2018-09-05,136150111
2018-09-06,137974850.1
2018-09-07,133874308.4
2018-09-08,104050183.9
2018-09-09,91053690.29
2018-09-10,126149521.3
2018-09-11,129495207.4
2018-09-12,130548946.4
2018-09-13,134315927
2018-09-14,133953796.4
2018-09-15,107756252.4
2018-09-16,92251640.4
2018-09-17,124937393.5
2018-09-18,129891911.4
2018-09-19,129550109.1
2018-09-20,128494728.6
2018-09-21,125132623.7
2018-09-22,90949607.08
2018-09-23,68392066.58
2018-09-24,62577021.03
2018-09-25,67220112.55
2018-09-26,79039801.45
2018-09-27,115301135.1
2018-09-28,124437382.3
2018-09-29,102335923.5
2018-09-30,92280621.9
2018-10-01,115519310.4
2018-10-02,119295267.3
2018-10-03,110308914.3
2018-10-04,120062830.7
2018-10-05,123500138.6
2018-10-06,109938152.2
2018-10-07,96223789.34
2018-10-08,114585492.2
2018-10-09,113321633.2
2018-10-10,121327097.9
2018-10-11,122153905.6
2018-10-12,122152277.2
2018-10-13,105553041.4
2018-10-14,95091004.2
2018-10-15,117510559.2
2018-10-16,124457698.7
2018-10-17,122797511.2
2018-10-18,124094637.2
2018-10-19,123570699.5
2018-10-20,107525784.6
2018-10-21,97751800.92
2018-10-22,120291650.4
2018-10-23,125799708.9
2018-10-24,124021735.9
2018-10-25,123058406.6
2018-10-26,125947321.3
2018-10-27,107888725
2018-10-28,98221245.96
2018-10-29,121280512.3
2018-10-30,126907162.4
2018-10-31,127539919.1
2018-11-01,136424831.4
2018-11-02,133176290.5
2018-11-03,110752603.6
2018-11-04,97489868.41
2018-11-05,129087851.1
2018-11-06,135117336.1
2018-11-07,136948828.6
2018-11-08,138491231.5
2018-11-09,135382446.2
2018-11-10,109796210.9
2018-11-11,99565794.6
2018-11-12,130151112.4
2018-11-13,134487543.3
2018-11-14,135007289
2018-11-15,136834299
2018-11-16,136978894
2018-11-17,111032850.6
2018-11-18,102655473.9
2018-11-19,135702898.3
2018-11-20,142056477.5
2018-11-21,144864026
2018-11-22,147042069.7
2018-11-23,148654379.1
2018-11-24,121953098.1
2018-11-25,107277973.7
2018-11-26,140181114.2
2018-11-27,143183820.5
